COHORT_MONTH,TYPE,REGION,FIRST_PRODUCT,CURRENCY,VOLUME,TRANSACTION_COUNT,VOLUME_STD
2021-09-01,paid_search,REGION 2,BANK CARD,AUD,352541.4640220982,962,848.5101532101311
2021-09-01,word_of_mouth,REGION 5,BANK CARD,SAR,190599.68130708876,125,3014.7821039699734
2021-09-01,news,REGION 9,BANK CARD,BGN,2403835.7750147562,1678,4695.471255173227
2021-09-01,paid_social,REGION 9,BANK CARD,USD,1161796.3223352067,589,5344.453166635315
2021-09-01,paid_display,REGION 9,TRANSFER,BGN,801495.2499748039,402,6788.926305158369
2021-09-01,out_of_home,REGION 4,TRANSFER,ILS,31478.09718475804,17,2303.1697673376916
2021-09-01,seo_content,REGION 2,BANK CARD,BGN,1036018.5702238175,1105,3162.077528152845
2021-09-01,paid_search,REGION 4,TRANSFER,USD,1560554.0648783343,2538,3131.4845574412907
2021-09-01,paid_search,REGION 9,BANK CARD,AOA,118140.34242747324,165,3303.0012597422465
2021-09-01,news,REGION 4,BANK CARD,THB,13831.64198969715,64,987.7446921689211
2021-09-01,paid_search,REGION 2,BANK CARD,BRL,80891.4836852269,192,1603.5804991079744
2021-09-01,paid_social,REGION 4,TRANSFER,HUF,1634.0080367981552,8,89.32728984594314
2021-09-01,paid_search,REGION 4,TRANSFER,GBP,37144.7962805242,88,1354.9625380182958
2021-09-01,audio,REGION 3,ADD MONEY,PHP,803.4477094225529,22,81.7636686689245
2021-09-01,email,REGION 5,TRANSFER,SAR,96810.27713379519,49,2367.201480436087
2021-09-01,other,REGION 1,TRANSFER,GBP,4860.66224758781,7,24.430074499668486
2021-09-01,invite,REGION 4,BANK CARD,CLP,37979.077098036694,72,1533.1000839053152
2021-09-01,owned_partners,REGION 3,TRANSFER,UGX,970.1439263185113,5,374.8513474776606
2021-09-01,owned_partners,REGION 7,BANK CARD,TZS,2650.772991236442,3,12.260376366859306
2021-09-01,paid_social,REGION 3,TRANSFER,MXN,2976.6952708172535,8,338.2509142750594
2021-09-01,organic_social,REGION 9,TRANSFER,IDR,21438.39729604351,120,598.4965647105207
2021-09-01,news,REGION 4,BANK CARD,USD,1174467.4774350652,3779,2163.2649299813406
2021-09-01,paid_search,REGION 1,BANK CARD,BWP,424841.6464615838,296,2816.2213994933572
2021-09-01,word_of_mouth,REGION 4,ADD MONEY,COP,2722.805808537362,4,48.50110760183446
2021-09-01,paid_search,REGION 3,TRANSFER,AUD,307937.67073324963,1447,531.9377668288577
2021-09-01,paid_social,REGION 4,TRANSFER,PLN,86258.29087743726,73,2420.900766874702
2021-09-01,invite,REGION 5,BANK CARD,UAH,195992.4881029511,164,2151.568245713191
2021-09-01,paid_search,REGION 2,TRANSFER,UGX,92806.55182571281,287,1261.3474531970057
2021-09-01,news,REGION 9,ADD MONEY,UAH,15541.404686476744,284,407.5270120149259
2021-09-01,seo_content,REGION 4,BANK CARD,IDR,159663.65824105786,330,1171.589780373248
2021-09-01,news,REGION 6,TRANSFER,HUF,1909.2500406896688,2,233.40692577947596
2021-09-01,word_of_mouth,REGION 7,BANK CARD,NOK,49660.60384716909,107,1754.122280328194
2021-09-01,paid_social,REGION 7,BANK CARD,EGP,636.5247645602943,7,31.08255663312059
2021-09-01,paid_display,REGION 9,BANK CARD,MYR,2915.142518788485,4,182.70727301341694
2021-09-01,paid_search,REGION 9,TRANSFER,USD,4993245.101900063,4655,4164.0113341745155
2021-09-01,other,REGION 2,BANK CARD,CZK,3397.8947395327355,5,1849.8284686508823
2021-09-01,paid_search,REGION 3,TRANSFER,BOB,3156.7571539322566,14,553.7920796203626
2021-09-01,paid_search,REGION 7,BANK CARD,BWP,438588.15151040826,420,2087.249192150022
2021-09-01,news,REGION 2,BANK CARD,MXN,137936.19796897622,217,3257.3920163253943
2021-09-01,paid_search,REGION 3,TRANSFER,CRC,44010.72258274712,35,1679.8946553449007
2021-09-01,email,REGION 5,BANK CARD,ILS,45265.80179232057,95,944.9834588085877
2021-09-01,owned_partners,REGION 2,BANK CARD,GEL,15677.866076319464,11,5871.125397568896
2021-09-01,paid_search,REGION 4,TRANSFER,CZK,67212.77244675075,63,1564.7546780946238
2021-09-01,paid_search,REGION 4,BANK CARD,LKR,25295.919822214022,53,943.794484407045
2021-09-01,out_of_home,REGION 9,BANK CARD,NOK,20033.20802485025,76,807.9339149473714
2021-09-01,bank_partnerships,REGION 3,TRANSFER,UGX,370.03613673841477,5,235.62507211454295
2021-09-01,paid_social,REGION 5,TRANSFER,UGX,28809.02559932388,132,336.2098205289199
2021-09-01,paid_search,REGION 3,BANK CARD,THB,2691.0754487285126,5,425.9158623610656
2021-09-01,news,REGION 6,BANK CARD,NPR,1337.5966618238028,8,52.53560135774563
2021-09-01,paid_display,REGION 9,BANK CARD,UAH,263519.34191819886,122,4676.299290377461
2021-09-01,audio,REGION 4,BANK CARD,EUR,34308.735209779705,36,2624.2708213313495
2021-09-01,paid_search,REGION 2,BANK CARD,INR,248476.54044163527,129,2912.7936623488004
2021-09-01,paid_search,REGION 1,TRANSFER,CRC,91362.84102095586,97,1904.0027686130547
2021-09-01,0.0,REGION 7,TRANSFER,USD,1354.7921389176474,7,250.7300432957661
2021-09-01,invite,REGION 1,BANK CARD,NZD,11008.985299369277,14,854.1704649137017
2021-09-01,owned_partners,REGION 4,TRANSFER,UAH,172111.9769503979,276,2575.778378844866
2021-09-01,owned_partners,REGION 1,TRANSFER,USD,2512.3634688893167,28,295.8076358538813
2021-09-01,news,REGION 2,TRANSFER,DKK,2392.3578892174423,7,100.5605104335465
2021-09-01,seo_content,REGION 1,BANK CARD,TZS,520777.41681425204,609,2002.3721063254545
2021-09-01,paid_search,REGION 3,TRANSFER,BDT,1729.4999645333962,9,340.3104746349776
2021-09-01,paid_social,REGION 6,TRANSFER,IDR,73647.9967926817,186,815.922493991229
2021-09-01,paid_search,REGION 6,BANK CARD,BGN,413482.8696244135,770,1633.771932722467
2021-09-01,paid_search,REGION 1,BANK CARD,BGN,1560394.9172639127,947,3976.721712868446
2021-09-01,paid_social,REGION 9,BANK CARD,BGN,1804865.063990719,536,8859.57555571779
2021-09-01,paid_search,REGION 5,BANK CARD,USD,2810243.5888430923,2003,3758.732433055479
2021-09-01,paid_search,REGION 1,BANK CARD,AOA,32556.836950621648,90,955.4056080306802
2021-09-01,paid_display,REGION 6,ADD MONEY,USD,2373.059325738114,5,93.47710382947025
2021-09-01,organic_social,REGION 1,TRANSFER,AED,2633.7094495870165,2,76.57788498477302
2021-09-01,seo_content,REGION 2,BANK CARD,CLP,71921.53334372032,150,1183.6990039528794
2021-09-01,organic_social,REGION 5,TRANSFER,PLN,2044.144552840835,6,28.887731252568518
2021-09-01,word_of_mouth,REGION 6,BANK CARD,COP,689.9204950861034,6,42.161658222545846
2021-09-01,paid_search,REGION 4,ADD MONEY,RSD,3551.5690955297246,43,210.3520093666036
2021-09-01,paid_search,REGION 1,BANK CARD,USD,1122119.9624782156,789,4668.070015735605
2021-09-01,seo_content,REGION 6,TRANSFER,ZAR,9461.451955259628,55,811.6902169321789
2021-09-01,paid_search,REGION 9,BANK CARD,USD,6436210.33552591,3170,5475.7266788620855
2021-09-01,news,REGION 4,TRANSFER,KGS,2357.45927210625,2,386.191797469746
2021-09-01,invite,REGION 4,BANK CARD,TZS,480086.30500750034,1535,687.406348340015
2021-09-01,paid_search,REGION 3,ADD MONEY,BGN,6267.938512648079,126,356.03372202387595
2021-09-01,paid_display,REGION 4,BANK CARD,TTD,768.9067284831214,1,88.2344073322774
2021-09-01,news,REGION 4,TRANSFER,EUR,32031.52299807535,31,1529.8454994818364
2021-09-01,paid_social,REGION 5,BANK CARD,USD,422685.07096234255,310,3959.4236391623585
2021-09-01,seo_content,REGION 2,BANK CARD,UAH,567769.966721149,281,6294.632327978074
2021-09-01,word_of_mouth,REGION 1,BANK CARD,PLN,2174.9159926337934,2,213.60458553025305
2021-09-01,organic_social,REGION 9,TRANSFER,AOA,3266.1306803119182,8,167.27959223094678
2021-09-01,news,REGION 9,TRANSFER,NZD,11411.557274910354,100,316.44393978609753
2021-09-01,seo_content,REGION 5,TRANSFER,TZS,4012.844814228025,13,351.72707326650834
2021-09-01,organic_social,REGION 2,BANK CARD,EUR,8429.28801752205,21,844.5984558944876
2021-09-01,paid_social,REGION 4,ADD MONEY,MVR,3105.0338829924326,5,407.5772638477732
2021-09-01,bank_partnerships,REGION 1,ADD MONEY,UAH,2640.0360139694317,19,17.674161486467334
2021-09-01,audio,REGION 4,ADD MONEY,XOF,1766.369405635892,27,111.03500247469977
2021-09-01,news,REGION 4,BANK CARD,NPR,81259.07689206727,292,864.4993231184058
2021-09-01,paid_display,REGION 9,BANK CARD,DKK,6122.973898061395,8,701.9561569779343
2021-09-01,paid_display,REGION 9,BANK CARD,BWP,54058.75380749126,45,2507.99183872768
2021-09-01,seo_content,REGION 4,ADD MONEY,XOF,1908.188225671603,56,143.92931457159443
2021-09-01,owned_partners,REGION 3,TRANSFER,AUD,12016.234692535476,69,298.1945209521307
2021-09-01,word_of_mouth,REGION 6,TRANSFER,BGN,95756.29217152703,421,827.3822073682026
2021-09-01,word_of_mouth,REGION 6,TRANSFER,CNY,1793.6789685134072,41,254.6877615905165
2021-09-01,word_of_mouth,REGION 3,BANK CARD,CZK,78294.65872904068,64,1465.7945463716237
2021-09-01,paid_search,REGION 1,BANK CARD,TND,6536.925324376688,3,174.48480895820353
2021-09-01,owned_partners,REGION 9,BANK CARD,INR,32112.818013744138,21,5709.146597865651
2021-09-01,bank_partnerships,REGION 4,BANK CARD,ARS,23336.296065834023,11,6203.807428907348
2021-09-01,paid_search,REGION 1,TRANSFER,AOA,1402.4768815855925,9,37.60665600629432
2021-09-01,owned_partners,REGION 9,ADD MONEY,IDR,792.9007180634042,38,254.89496767647395
2021-09-01,news,REGION 1,TRANSFER,NPR,37.89520054590061,2,313.9710749436563
2021-09-01,paid_display,REGION 2,BANK CARD,NPR,2373.7968287050467,12,431.8225974242194
2021-09-01,paid_search,REGION 6,BANK CARD,NPR,4530.230418469673,23,413.0664371093875
2021-09-01,news,REGION 2,BANK CARD,EGP,867.0034967879062,7,321.56367879814655
2021-09-01,bank_partnerships,REGION 4,BANK CARD,BGN,272832.0747629309,80,6339.458495818863
2021-09-01,paid_social,REGION 4,ADD MONEY,JPY,2485.4578653972044,207,300.4417757802438
2021-09-01,email,REGION 2,TRANSFER,QAR,1070.0564069146587,6,182.4523724461238
2021-09-01,seo_content,REGION 2,BANK CARD,NZD,13900.818936326816,29,881.4638779363464
2021-09-01,news,REGION 6,TRANSFER,BWP,13575.64735370518,57,459.91488693579544
2021-09-01,word_of_mouth,REGION 5,TRANSFER,GBP,546.8219570409362,12,276.9550818096214
2021-09-01,invite,REGION 7,TRANSFER,NOK,163375.6942661509,385,1327.9839778178473
2021-09-01,news,REGION 6,TRANSFER,AOA,29658.681824590043,130,368.50447154441497
2021-09-01,paid_display,REGION 9,TRANSFER,EGP,1280.7519983030156,8,141.64219727897182
2021-09-01,owned_partners,REGION 4,ADD MONEY,IDR,4308.434402476718,43,336.37973899235493
2021-09-01,paid_search,REGION 4,ADD MONEY,BOB,7673.308948039874,84,286.60073008583817
2021-09-01,email,REGION 9,BANK CARD,RUB,3709.1343450565487,17,446.5499791622749
2021-09-01,paid_search,REGION 4,BANK CARD,TND,10296.228272315262,24,1832.2236732933122
2021-09-01,paid_social,REGION 9,BANK CARD,BDT,4833.262506882949,7,1395.7198808265205
2021-09-01,paid_social,REGION 2,BANK CARD,MXN,44810.04522519501,128,781.675143889121
2021-09-01,paid_search,REGION 4,TRANSFER,EUR,18240.776545516666,75,747.1870305839522
2021-09-01,audio,REGION 6,TRANSFER,ILS,15816.165338312107,22,1198.672900504079
2021-09-01,other,REGION 4,ADD MONEY,CLP,1255.332796532206,9,35.79555976469783
2021-09-01,organic_social,REGION 1,BANK CARD,AUD,4893.639062809201,18,760.5589336487634
2021-09-01,out_of_home,REGION 9,BANK CARD,JPY,34931.845176294875,45,1573.2809071950394
2021-09-01,word_of_mouth,REGION 9,TRANSFER,ARS,26009.271474212983,18,4842.989064339553
2021-09-01,paid_search,REGION 1,BANK CARD,UYU,134340.46252749034,139,2148.466193343032
2021-09-01,paid_search,REGION 4,BANK CARD,CNY,595832.0657393066,543,4353.097720527709
2021-09-01,paid_search,REGION 4,BANK CARD,USD,3009715.8732444616,3859,2812.991285122431
2021-09-01,paid_display,REGION 4,ADD MONEY,MXN,2266.8935534984876,4,70.24149810989346
2021-09-01,owned_partners,REGION 4,BANK CARD,ARS,93553.65701873995,175,1385.0936406235953
2021-09-01,news,REGION 2,ADD MONEY,USD,37306.17913463229,50,4865.463770176345
2021-09-01,word_of_mouth,REGION 1,ADD MONEY,VND,977.3636409659342,3,178.49473757989634
2021-09-01,paid_display,REGION 9,ADD MONEY,UYU,1828.364618299523,5,319.42937488162454
2021-09-01,invite,REGION 6,TRANSFER,MXN,2363.867697746581,26,459.10652676925423
2021-09-01,email,REGION 5,BANK CARD,THB,658.9005485745828,22,237.8400349495331
2021-09-01,paid_search,REGION 9,TRANSFER,NZD,103359.26413761015,118,3071.069380151263
2021-09-01,word_of_mouth,REGION 4,TRANSFER,INR,25347.50211461153,36,1840.7711476831207
2021-09-01,seo_content,REGION 4,TRANSFER,BGN,921683.675073515,1152,3474.372690617091
2021-09-01,organic_social,REGION 9,BANK CARD,INR,24012.533357080036,9,3080.945563845403
2021-09-01,other,REGION 4,BANK CARD,UAH,9101.545316800772,14,928.0088936617458
2021-09-01,paid_search,REGION 9,ADD MONEY,NOK,13267.68794516482,73,530.0367240575162
2021-09-01,word_of_mouth,REGION 4,TRANSFER,BGN,903106.1500619123,845,4375.3916233768205
2021-09-01,affiliates,REGION 5,TRANSFER,UGX,3081.6407194604017,8,312.28158341442077
2021-09-01,paid_social,REGION 5,BANK CARD,SAR,809486.6852959315,232,4496.763175249827
2021-09-01,invite,REGION 3,BANK CARD,TWD,2500.469937915816,11,175.0186391305251
2021-09-01,paid_search,REGION 4,TRANSFER,PEN,7231.06959429009,29,606.0824142811979
2021-09-01,paid_social,REGION 2,TRANSFER,SAR,34626.52660744038,17,3174.303157836131
2021-09-01,paid_social,REGION 1,TRANSFER,UAH,61287.465017911,68,2533.5893597568197
2021-09-01,paid_social,REGION 3,BANK CARD,CZK,30145.951764396446,110,548.7665245927172
2021-09-01,news,REGION 4,BANK CARD,CLP,170680.8643414255,219,2449.256815295284
2021-09-01,seo_content,REGION 7,TRANSFER,PLN,1920.9161602601785,23,208.67365642806195
2021-09-01,news,REGION 4,TRANSFER,RUB,71893.7393631469,337,501.0010782302083
2021-09-01,seo_content,REGION 9,BANK CARD,UGX,11987.767361689985,62,572.894305881723
2021-09-01,seo_content,REGION 6,TRANSFER,USD,38526.047726237724,253,837.0221887604025
2021-09-01,seo_content,REGION 6,TRANSFER,TZS,4703.9681673869245,10,925.8458323236582
2021-09-01,seo_content,REGION 6,TRANSFER,BWP,4083.7803318794668,26,581.2517500539212
2021-09-01,paid_social,REGION 6,TRANSFER,AED,2647.598603374807,22,180.58191170168612
2021-09-01,affiliates,REGION 9,BANK CARD,NOK,1725.2895379427898,7,269.9924300838325
2021-09-01,invite,REGION 4,ADD MONEY,USD,13824.252705250721,146,622.3514081201639
2021-09-01,paid_search,REGION 4,TRANSFER,FJD,15817.355993342206,74,652.1523275078541
2021-09-01,audio,REGION 4,TRANSFER,EUR,1545.3668085123013,7,311.9459778908649
2021-09-01,paid_search,REGION 3,ADD MONEY,UAH,18545.00829312002,992,262.6164505606088
2021-09-01,audio,REGION 9,BANK CARD,UYU,3450.6892370790124,5,714.2342699475134
2021-09-01,paid_search,REGION 9,TRANSFER,NOK,209232.63302938273,881,679.442873568057
2021-09-01,paid_social,REGION 1,TRANSFER,PLN,530.8782224463041,2,28.207369685147246
2021-09-01,email,REGION 1,BANK CARD,ANG,839.4729973058016,6,77.23832337179742
2021-09-01,paid_display,REGION 1,TRANSFER,CZK,205.1107153217432,8,189.53368498444934
2021-09-01,invite,REGION 4,BANK CARD,NPR,24804.62377945279,157,284.0553047435826
2021-09-01,invite,REGION 6,TRANSFER,UAH,91943.63804938376,177,2737.09378854682
2021-09-01,paid_display,REGION 7,ADD MONEY,MXN,1695.6280985206747,21,234.86474413289437
2021-09-01,seo_content,REGION 4,TRANSFER,NOK,144476.7015020376,362,939.2961152511319
2021-09-01,owned_partners,REGION 6,BANK CARD,GEL,9121.421364632222,3,1729.981465518385
2021-09-01,paid_social,REGION 9,TRANSFER,PHP,2192.352971580533,10,822.4570966097656
2021-09-01,news,REGION 4,ADD MONEY,BWP,9235.482535716163,123,426.54184775644484
2021-09-01,owned_partners,REGION 2,TRANSFER,CRC,2102.918988646128,2,251.92830202770824
2021-09-01,paid_search,REGION 4,TRANSFER,RUB,215442.7404481982,548,1972.8657881660608
2021-09-01,paid_social,REGION 7,TRANSFER,UAH,32627.500488457328,107,1049.9750228921778
2021-09-01,seo_content,REGION 4,ADD MONEY,MXN,6574.224032424464,90,311.7898798735368
2021-09-01,paid_search,REGION 3,BANK CARD,AUD,60491.51043003318,223,758.5278864542488
2021-09-01,owned_partners,REGION 7,BANK CARD,BGN,111531.32739197662,240,1000.5212773775711
2021-09-01,invite,REGION 2,BANK CARD,TZS,375003.7082528102,586,1562.264653695417
2021-09-01,paid_social,REGION 5,BANK CARD,FJD,337569.3488927324,202,6353.864163103911
2021-09-01,seo_content,REGION 3,TRANSFER,HUF,1087.9815004016446,5,664.8745259018718
2021-09-01,news,REGION 4,ADD MONEY,TRY,3439.2832480020984,10,901.7307022003318
2021-09-01,seo_content,REGION 4,TRANSFER,MYR,7508.9039322140625,14,1103.5734625035016
2021-09-01,seo_content,REGION 4,TRANSFER,USD,128209.54504957964,415,1826.8884916128743
2021-09-01,news,REGION 7,TRANSFER,CLP,59147.07609164352,267,574.0493686655632
2021-09-01,seo_content,REGION 1,BANK CARD,UGX,42391.80181686219,99,1430.4197085399196
2021-09-01,seo_content,REGION 2,BANK CARD,TZS,513202.80570826493,657,3019.3410092461704
2021-09-01,paid_display,REGION 4,TRANSFER,LKR,23923.643987201922,59,1835.1048923461865
2021-09-01,direct,REGION 8,TRANSFER,UAH,40411.6209573856,16,3431.3631118416374
2021-09-01,paid_display,REGION 3,TRANSFER,BGN,889.930219963222,13,273.24659785097316
2021-09-01,paid_search,REGION 9,ADD MONEY,BGN,263062.26296585007,2472,1549.6373510759809
2021-09-01,paid_display,REGION 3,TRANSFER,QAR,1145.2083804881102,10,297.5162311427085
2021-09-01,seo_content,REGION 4,TRANSFER,HUF,5479.852715723853,7,487.45818166255503
2021-09-01,paid_display,REGION 2,BANK CARD,USD,287564.16416267055,169,5354.429084378376
2021-09-01,paid_search,REGION 2,TRANSFER,TWD,4540.79882300367,6,830.8705380122275
2021-09-01,affiliates,REGION 2,BANK CARD,ZAR,10898.412921657571,2,174.63748407594036
2021-09-01,organic_social,REGION 1,BANK CARD,MYR,3193.3899649164086,7,380.68732342949215
2021-09-01,news,REGION 7,BANK CARD,UGX,3373.3393127608524,8,48.39275432905459
2021-09-01,affiliates,REGION 4,ADD MONEY,USD,1503.7715545052217,32,208.31966145000905
2021-09-01,paid_social,REGION 2,BANK CARD,ARS,134153.44365760556,77,7322.861554777758
2021-09-01,owned_partners,REGION 9,ADD MONEY,UAH,9740.238383565285,58,644.0796993137958
2021-09-01,audio,REGION 6,BANK CARD,IDR,6682.32310695154,33,331.97089759883403
2021-09-01,paid_search,REGION 2,BANK CARD,CRC,271274.661013358,190,4984.741131223794
2021-09-01,paid_search,REGION 4,ADD MONEY,KRW,27948.40756433154,550,321.76128490488003
2021-09-01,paid_search,REGION 9,TRANSFER,ILS,58418.39047605522,180,769.2211567481776
2021-09-01,bank_partnerships,REGION 2,BANK CARD,UAH,715294.4760220245,86,12928.117296384973
2021-09-01,paid_search,REGION 7,TRANSFER,RUB,5440.936364582344,5,2357.281901778747
2021-09-01,paid_display,REGION 5,BANK CARD,UGX,9854.090490506376,50,320.37806646022034
2021-09-01,other,REGION 4,BANK CARD,ARS,11386.02091832385,9,1993.6957862042134
2021-09-01,bank_partnerships,REGION 4,TRANSFER,BGN,54914.273036094564,40,5575.105429841183
2021-09-01,organic_social,REGION 4,TRANSFER,GBP,12116.76857728893,11,2425.0821154784676
2021-09-01,bank_partnerships,REGION 9,BANK CARD,GBP,90212.48901481983,19,7955.113294098232
2021-09-01,paid_search,REGION 2,TRANSFER,BRL,20338.52017432141,111,520.7477303079734
2021-09-01,paid_display,REGION 9,BANK CARD,ARS,107992.94099229205,30,11328.086789174376
2021-09-01,paid_search,REGION 2,ADD MONEY,SEK,2063.1083747664775,15,57.89137023011971
2021-09-01,news,REGION 2,TRANSFER,SAR,26999.28890580518,35,1464.763401946036
2021-09-01,email,REGION 9,BANK CARD,UYU,2281.9728951108677,7,177.74494947036473
2021-09-01,seo_content,REGION 1,BANK CARD,USD,146836.78699929654,122,4700.957043890556
2021-09-01,paid_search,REGION 4,ADD MONEY,XCD,10033.08917814942,106,272.91231937826666
2021-09-01,paid_search,REGION 5,TRANSFER,USD,302994.91454130074,309,4376.573973342395
2021-09-01,audio,REGION 6,TRANSFER,AUD,1346.8668030309193,8,241.2172639406633
2021-09-01,seo_content,REGION 4,TRANSFER,THB,2769.343529722252,19,255.95251749597514
2021-09-01,seo_content,REGION 9,TRANSFER,AOA,12060.02566342434,18,3096.166195945707
2021-09-01,paid_social,REGION 7,TRANSFER,MYR,1840.7803426534692,7,70.42206578513516
2021-09-01,paid_search,REGION 9,TRANSFER,BRL,24789.233430649034,98,961.6731427545736
2021-09-01,news,REGION 9,ADD MONEY,ANG,1580.4775144932273,53,266.79357260876026
2021-09-01,news,REGION 7,ADD MONEY,CNY,1327.4312585315658,10,91.05125090444426
2021-09-01,seo_content,REGION 4,BANK CARD,BDT,4924.518409320727,10,1875.1694588015548
2021-09-01,paid_search,REGION 3,ADD MONEY,PLN,1031.5543457755941,1,87.70244949057314
2021-09-01,affiliates,REGION 4,BANK CARD,ZAR,3075.360978192193,1,180.90886551945454
2021-09-01,affiliates,REGION 6,TRANSFER,AOA,2852.655602671732,12,346.68974875001453
2021-09-01,paid_display,REGION 2,TRANSFER,ANG,4477.4270834167455,17,559.4553415081637
2021-09-01,news,REGION 1,BANK CARD,CHF,21294.25673636435,23,919.4921407620577
2021-09-01,email,REGION 2,TRANSFER,NOK,2669.0630299411155,4,489.9475700716723
2021-09-01,paid_search,REGION 9,BANK CARD,NOK,351892.9341013884,816,2457.245134636257
2021-09-01,owned_partners,REGION 2,BANK CARD,AED,9579.345132327773,17,1875.211984065278
2021-09-01,paid_social,REGION 1,TRANSFER,BGN,11265.707927819654,25,1204.1204910951292
2021-09-01,owned_partners,REGION 6,TRANSFER,AUD,2297.9801790157526,2,197.41871458908986
2021-09-01,owned_partners,REGION 4,TRANSFER,JPY,8475.139744227694,37,514.6122796495443
2021-09-01,paid_search,REGION 5,TRANSFER,EUR,170396.01984821178,200,1827.8565772513957
2021-09-01,word_of_mouth,REGION 4,BANK CARD,CLP,15833.756985661705,47,809.471357078344
2021-09-01,invite,REGION 9,TRANSFER,CZK,6582.881994869985,49,747.5463429768143
2021-09-01,email,REGION 5,BANK CARD,USD,145832.7041490714,119,3347.1642194079163
2021-09-01,paid_search,REGION 4,ADD MONEY,INR,72226.12696847176,943,479.7843019260017
2021-09-01,news,REGION 4,BANK CARD,ARS,304344.80525384436,685,1124.5104004471643
2021-09-01,paid_display,REGION 4,BANK CARD,CNY,64914.43825518179,25,6494.866265072762
2021-09-01,paid_search,REGION 7,BANK CARD,GBP,130620.4729348218,61,6848.80006224605
2021-09-01,paid_search,REGION 5,TRANSFER,UAH,493990.95434719813,557,3278.75979811875
2021-09-01,seo_content,REGION 6,BANK CARD,USD,34683.130490145515,54,1556.813251016091
2021-09-01,seo_content,REGION 7,BANK CARD,BWP,75931.12305724774,80,1471.8597241636608
2021-09-01,paid_search,REGION 4,TRANSFER,NZD,559296.3096286011,1126,2781.9248601650065
2021-09-01,seo_content,REGION 1,BANK CARD,SAR,198574.88156287358,64,2443.0436351335634
2021-09-01,other,REGION 6,BANK CARD,USD,3129.275666415145,7,496.4814476539595
2021-09-01,owned_partners,REGION 4,ADD MONEY,UAH,16979.175665621053,238,622.6454787192421
2021-09-01,paid_social,REGION 9,TRANSFER,USD,308264.9276682217,323,3750.0050239512752
2021-09-01,paid_search,REGION 4,TRANSFER,ILS,184988.02657375642,250,1349.4256148000222
2021-09-01,paid_search,REGION 1,ADD MONEY,UYU,2630.867692378732,10,245.6133603768971
2021-09-01,owned_partners,REGION 1,TRANSFER,EUR,3413.814584112508,11,1561.1130621643792
2021-09-01,seo_content,REGION 1,BANK CARD,BWP,60208.31495152847,33,4565.291303481652
2021-09-01,paid_search,REGION 2,TRANSFER,BGN,2138259.400915975,1820,3888.184038259273
2021-09-01,news,REGION 6,TRANSFER,USD,129261.8979621821,578,1176.0722382853755
2021-09-01,paid_display,REGION 9,TRANSFER,CRC,1489.045163411124,12,374.19529813943626
2021-09-01,paid_social,REGION 3,BANK CARD,USD,5617.483085637934,13,623.3737991072375
2021-09-01,seo_content,REGION 9,BANK CARD,NZD,55717.40798086677,77,2978.617729669424
2021-09-01,paid_display,REGION 9,ADD MONEY,PLN,2431.121330118807,15,322.5875073808758
2021-09-01,word_of_mouth,REGION 3,TRANSFER,EGP,2519.3059767067257,3,305.83145175617597
2021-09-01,owned_partners,REGION 1,BANK CARD,TZS,95671.56431238916,179,1252.896659467909
2021-09-01,owned_partners,REGION 1,TRANSFER,AUD,2533.910772434353,9,327.46420932190176
2021-09-01,news,REGION 2,TRANSFER,PHP,3670.610323312374,20,237.95703011278044
2021-09-01,invite,REGION 4,ADD MONEY,JOD,2398.9197974182016,7,345.0834382752136
2021-09-01,seo_content,REGION 1,TRANSFER,VND,10103.498586016593,27,1362.5690381040126
2021-09-01,email,REGION 3,TRANSFER,BGN,3368.180915457691,18,211.03797240515175
2021-09-01,seo_content,REGION 4,BANK CARD,EUR,124734.2054662205,344,801.6160326543398
2021-09-01,paid_social,REGION 4,BANK CARD,CZK,31672.091840228513,37,1394.298404016806
2021-09-01,out_of_home,REGION 9,BANK CARD,AED,114459.59645572146,230,1717.3417160072709
2021-09-01,paid_social,REGION 3,BANK CARD,IDR,3614.149733807309,9,127.28464947323874
2021-09-01,paid_social,REGION 6,ADD MONEY,MMK,473.3179527077264,10,226.3891208476969
2021-09-01,seo_content,REGION 7,ADD MONEY,USD,1254.4061599384866,18,101.34617012648967
2021-09-01,news,REGION 9,TRANSFER,NOK,49122.135278462374,200,547.4460364233873
2021-09-01,invite,REGION 4,TRANSFER,ANG,12928.874009797299,197,295.56006176787537
2021-09-01,paid_search,REGION 2,BANK CARD,JPY,40584.79222231448,55,1922.868615572132
2021-09-01,word_of_mouth,REGION 6,BANK CARD,BGN,118768.04173176094,67,5052.007632497906
2021-09-01,word_of_mouth,REGION 9,TRANSFER,PLN,73877.85849363207,11,24275.100530002353
2021-09-01,paid_search,REGION 3,ADD MONEY,BSD,1728.8437586525852,5,313.3808985187003
2021-09-01,news,REGION 5,BANK CARD,INR,13933.84755276258,21,1030.2563376681042
2021-09-01,seo_content,REGION 3,BANK CARD,UAH,12997.094382745916,23,1329.4607491613988
2021-09-01,invite,REGION 9,BANK CARD,NOK,31645.22954447023,123,606.1036891661903
2021-09-01,paid_display,REGION 5,TRANSFER,CRC,44817.86108740171,21,5477.589878720606
2021-09-01,paid_display,REGION 1,TRANSFER,BGN,168716.00831429297,50,9621.371967246765
2021-09-01,bank_partnerships,REGION 1,BANK CARD,INR,1540.6325437046626,9,806.0643072446961
